Old number,Current number,Plot,Subplot,a=2006; n=2011; nv=2016,Exclude,Added,Alive2006,Alive2011,Alive2016,Family,Species (names not updated),C=Cerrado; G=generalist; ,Shade Tolerance,H 2016 m,DAP1/16,DAP2/16,DAP3/16,DAP4/16,DAP5/16,DAP6/16,DAP7/16,G2016 (m2),dg2016 (cm),H 2011 (m),DAP 1/11,DAP2/11,DAP3/11,DAP4/11,DAP5/11,DAP6/11,DAP7/11,G2011 (m2),dg 2011 (cm),H 2006,DAP1/06,DAP2/06,DAP3/06,DAP4/06,DAP5/06,DAP6/06,DAP7/06,G2006 (m2),dg2006 (cm),dg 2006 cm,dg 2011 cm,dg 2016 cm,dbh annual increment(cm)_10 years
1541,1541,8,8,a,,2006,v,v,v,BIGNONIACEAE,Tabebuia ochracea (Cham.) Standl,G,I,4,6.7,,,,,,,0.0035,6.7,4,7,,,,,,,0.0038,7,3.5,8,,,,,,,0.005,8,8,7,6.7,-0.13
3966,3966,30,1,a,,2006,v,v,v,MONIMIACEAE,Siparuna guianensis Aubl.,G,T,6,5.9,,,,,,,0.0027,5.9,6,5.9,5.2,,,,,,0.0049,7.9,7.5,5.3,4.8,,,,,,0.0041,7.2,7.19,7.86,5.9,-0.13
1554,1554,8,9,a,,2006,v,v,v,BIGNONIACEAE,Tabebuia ochracea (Cham.) Standl,G,I,4,7.6,,,,,,,0.0045,7.6,4,8,,,,,,,0.005,8,4,8.9,,,,,,,0.0062,8.9,8.89,8,7.6,-0.13
793,7504,2,7,a,,2006,v,v,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4,21.9,,,,,,,0.0377,21.9,5,23.5,,,,,,,0.0434,23.5,3.5,16,16.8,,,,,,0.0422,23.2,23.18,23.5,21.9,-0.13
4557,4557,34,4,a,,2006,v,v,v,EUPHORBIACEAE,Pera obovata (Klotzsch) Baill.,G,T,12,11.3,,,,,,,0.01,11.3,11,11.2,,,,,,,0.0099,11.2,11,10.9,6.1,,,,,,0.0123,12.5,12.51,11.2,11.3,-0.12
2944,2944,27,4,a,,2006,v,v,v,MYRTACEAE,Myrcia venulosa DC.,G,T,9,9.5,,,,,,,0.0071,9.5,8,9.5,5.5,,,,,,0.0095,11,8,9.4,5.1,,,,,,0.009,10.7,10.68,10.98,9.5,-0.12
2209,2209,12,8,a,,2006,v,v,v,ASTERACEAE,Gochnatia polymorpha (Less.) Cabrera,G,I,4.5,7.2,,,,,,,0.0041,7.2,3,8.5,,,,,,,0.0057,8.5,4.5,8.4,,,,,,,0.0055,8.4,8.38,8.5,7.2,-0.12
2233,1527,14,2,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,6,7.2,,,,,,,0.0041,7.2,7,8.8,,,,,,,0.0061,8.8,7,8.4,,,,,,,0.0055,8.4,8.38,8.8,7.2,-0.12
2756,2756,26,2,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,14,25,,,,,,,0.0491,25,14,25.6,,,,,,,0.0515,25.6,14,26.2,,,,,,,0.0538,26.2,26.16,25.6,25,-0.12
1660,1660,9,7,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,6,9,,,,,,,0.0064,9,6,9.1,,,,,,,0.0065,9.1,6,10.2,,,,,,,0.0081,10.2,10.16,9.1,9,-0.12
931,931,2,10,a,,2006,v,v,v,BIGNONIACEAE,Tabebuia ochracea (Cham.) Standl,G,I,4,7.8,,,,,,,0.0048,7.8,4,8.7,,,,,,,0.0059,8.7,3.5,8.9,,,,,,,0.0062,8.9,8.89,8.7,7.8,-0.11
2358,2358,16,1,a,,2006,v,v,v,MALPIGHIACEAE,Byrsonima laxiflora Griseb. ,G,T,5.5,11.2,,,,,,,0.0099,11.2,5,11,7.7,,,,,,0.0142,13.4,5,10.7,6.1,,,,,,0.0119,12.3,12.29,13.43,11.2,-0.11
2434,2434,15,1,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,7,12.4,,,,,,,0.0121,12.4,7,11.8,,,,,,,0.0109,11.8,5,9.9,9.1,,,,,,0.0143,13.5,13.48,11.8,12.4,-0.11
2795,2795,26,4,a,,2006,v,v,v,RUBIACEAE,Amaioua intermedia Mart.,G,T,9,7.5,,,,,,,0.0044,7.5,8,7.1,5,,,,,,0.0059,8.7,6,6.9,5.1,,,,,,0.0057,8.5,8.53,8.68,7.5,-0.1
3800,3800,35,9,a,,2006,v,v,v,FABACEAE,Platypodium elegans Vogel,G,I,5.5,6.6,,,,,,,0.0034,6.6,5,7,,,,,,,0.0038,7,2.5,7.6,,,,,,,0.0046,7.6,7.62,7,6.6,-0.1
1885,1885,11,8,a,,2006,v,v,v,MYRTACEAE,Myrcia lingua (O. Berg) Mattos & D. Legrand,C,I,3.5,7.8,11.7,9.5,6.5,,,,0.0259,18.2,3.5,7.7,11,9.5,6,,,,0.0241,17.5,3,10.9,9.1,8.9,5.8,7,,,0.0287,19.1,19.11,17.51,18.17,-0.09
1687,1687,9,10,a,,2006,v,v,v,FABACEAE,Acosmium subelegans (Mohlenbr.) Yakovlev,C,I,4,6.2,,,,,,,0.003,6.2,4,6.2,,,,,,,0.003,6.2,4.5,7.1,,,,,,,0.004,7.1,7.11,6.2,6.2,-0.09
4649,4649,34,8,a,,2006,v,v,v,ASTERACEAE,Gochnatia polymorpha (Less.) Cabrera,G,I,12,24.5,,,,,,,0.0471,24.5,12,25,,,,,,,0.0491,25,14,25.4,,,,,,,0.0507,25.4,25.4,25,24.5,-0.09
3452,3452,30,10,a,,2006,v,v,v,BURSERACEAE,Protium heptaphyllum (Aubl.) Marchand,G,T,9,11.5,,,,,,,0.0104,11.5,9,11.5,5.5,,,,,,0.0128,12.7,6,11.2,5.3,,,,,,0.012,12.4,12.38,12.75,11.5,-0.09
1367,1367,6,4,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,4.5,7,,,,,,,0.0038,7,7,7.7,,,,,,,0.0047,7.7,4.5,7.9,,,,,,,0.0049,7.9,7.87,7.7,7,-0.09
4502,4502,34,2,a,,2006,v,v,v,BURSERACEAE,Protium heptaphyllum (Aubl.) Marchand,G,T,13,11,10.6,,,,,,0.0183,15.3,10,11,10.3,,,,,,0.0178,15.1,10,10.4,9.7,7.6,,,,,0.0204,16.1,16.11,15.07,15.28,-0.08
1548,1548,8,8,a,,2006,v,v,v,BIGNONIACEAE,Tabebuia ochracea (Cham.) Standl,G,I,4.5,7.3,,,,,,,0.0042,7.3,4,7.5,,,,,,,0.0044,7.5,3.5,8.1,,,,,,,0.0052,8.1,8.13,7.5,7.3,-0.08
3450,3450,30,10,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,6,13.4,,,,,,,0.0141,13.4,8,14,,,,,,,0.0154,14,6,14.2,,,,,,,0.0159,14.2,14.22,14,13.4,-0.08
3505,3505,30,7,a,,2006,v,v,v,VOCHYSIACEAE,Qualea grandiflora Mart.,C,I,6,9.1,,,,,,,0.0065,9.1,6,9.6,,,,,,,0.0072,9.6,4,9.9,,,,,,,0.0077,9.9,9.91,9.6,9.1,-0.08
2711,2711,18,9,a,,2006,v,v,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,7,8.6,,,,,,,0.0058,8.6,7,8.3,,,,,,,0.0054,8.3,4,9.4,,,,,,,0.0069,9.4,9.4,8.3,8.6,-0.08
4580,4580,34,5,a,,2006,v,v,v,ANACARDIACEAE,Tapirira guianensis Aubl.,G,T,13,12.1,18,12.1,12,,,,0.0598,27.6,15,12.1,9,18,12.1,12.2,,,0.0665,29.1,14,17.3,11.7,9.1,11.9,11.9,,,0.0631,28.3,28.35,29.1,27.58,-0.08
4094,4094,31,8,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,12,12.7,,,,,,,0.0127,12.7,11,13,,,,,,,0.0133,13,10,13.5,,,,,,,0.0142,13.5,13.46,13,12.7,-0.08
700,700,1,7,a,,2006,v,v,v,FABACEAE,Acosmium subelegans (Mohlenbr.) Yakovlev,C,I,2,5.5,,,,,,,0.0024,5.5,3.5,6.2,,,,,,,0.003,6.2,3.5,6.3,,,,,,,0.0031,6.3,6.25,6.2,5.5,-0.08
4376,4376,33,5,a,,2006,v,v,v,RUBIACEAE,Faramea montevidensis (Cham. & Schltdl) DC. ,G,T,10,15,,,,,,,0.0177,15,10,15,,,,,,,0.0177,15,10,15.7,,,,,,,0.0195,15.7,15.75,15,15,-0.07
2582,2582,17,4,a,,2006,v,v,v,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,4.5,7.2,7,,,,,,0.0079,10,4,8,8,,,,,,0.0101,11.3,4,7.6,7.6,,,,,,0.0091,10.8,10.78,11.31,10.04,-0.07
4542,4542,34,3,a,,2006,v,v,v,FABACEAE,Machaerium acutifolium Vogel,C,I,10,10.7,,,,,,,0.009,10.7,10,11.5,,,,,,,0.0104,11.5,10,11.4,,,,,,,0.0103,11.4,11.43,11.5,10.7,-0.07
1555,1555,8,9,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,3,7.4,,,,,,,0.0043,7.4,3,7.7,,,,,,,0.0047,7.7,3,8.1,,,,,,,0.0052,8.1,8.13,7.7,7.4,-0.07
3072,3072,28,1,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,12.5,27.9,,,,,,,0.0611,27.9,12,22.6,,,,,,,0.0401,22.6,12,22.6,17.5,,,,,,0.0643,28.6,28.6,22.6,27.9,-0.07
2680,2680,18,6,a,,2006,v,v,v,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,4.5,6.5,6.1,5,5.2,5.1,5.7,5.3,0.0171,14.8,4,7.4,6.4,5.2,5.6,5.1,7.2,5.3,0.0204,16.1,4,6.1,9.9,5.3,6.9,5.3,,,0.0188,15.5,15.47,16.13,14.77,-0.07
3351,3351,29,5,a,,2006,v,v,v,NYCTAGINACEAE,Guapira noxia (Netto) Lundell,C,I,5,8.2,,,,,,,0.0053,8.2,4,8.9,,,,,,,0.0062,8.9,3.5,8.9,,,,,,,0.0062,8.9,8.89,8.9,8.2,-0.07
1534,1534,8,7,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,7,11,,,,,,,0.0095,11,6.5,11.5,,,,,,,0.0104,11.5,6,11.7,,,,,,,0.0107,11.7,11.68,11.5,11,-0.07
1568,1568,8,9,a,,2006,v,v,v,BIGNONIACEAE,Tabebuia ochracea (Cham.) Standl,G,I,4,7.7,,,,,,,0.0047,7.7,4,8,,,,,,,0.005,8,4,8.4,,,,,,,0.0055,8.4,8.38,8,7.7,-0.07
1197,1197,5,7,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,7,10.5,,,,,,,0.0087,10.5,6,9.8,,,,,,,0.0075,9.8,5.5,11.2,,,,,,,0.0098,11.2,11.18,9.8,10.5,-0.07
1721,1721,10,2,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,7,7.2,,,,,,,0.0041,7.2,5,5.3,,,,,,,0.0022,5.3,6,7.9,,,,,,,0.0049,7.9,7.87,5.3,7.2,-0.07
1402,1402,6,5,a,,2006,v,v,v,FABACEAE,Machaerium acutifolium Vogel,C,I,5,5.3,,,,,,,0.0022,5.3,7,7.1,,,,,,,0.004,7.1,5,6,,,,,,,0.0028,6,5.97,7.1,5.3,-0.07
2470,2470,15,3,a,,2006,v,v,v,APOCYNACEAE,Aspidosperma tomentosum Mart.,C,I,6,11.8,,,,,,,0.0109,11.8,6,11.5,,,,,,,0.0104,11.5,6,12.4,,,,,,,0.0122,12.4,12.45,11.5,11.8,-0.06
3668,3668,35,2,a,,2006,v,v,v,FABACEAE,Platypodium elegans Vogel,G,I,5,11.8,,,,,,,0.0109,11.8,6,11.9,,,,,,,0.0111,11.9,4.5,12.4,,,,,,,0.0122,12.4,12.45,11.9,11.8,-0.06
2111,2111,20,8,a,,2006,v,v,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,9,14.1,,,,,,,0.0156,14.1,6,11.6,13,,,,,,0.0238,17.4,7,10.4,10.4,,,,,,0.017,14.7,14.73,17.42,14.1,-0.06
1337,1337,7,10,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,9,9.8,,,,,,,0.0075,9.8,8.5,12.2,5,,,,,,0.0137,13.2,7,10.4,,,,,,,0.0085,10.4,10.41,13.18,9.8,-0.06
2731,2731,18,9,a,,2006,v,v,v,MYRTACEAE,Eugenia aurata O.Berg,C,I,4,6.5,,,,,,,0.0033,6.5,4,7.1,,,,,,,0.004,7.1,2.5,7.1,,,,,,,0.004,7.1,7.11,7.1,6.5,-0.06
1074,1074,4,4,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,7.1,6,,,,,,,0.0028,6,7,6.8,,,,,,,0.0036,6.8,6,6.6,,,,,,,0.0034,6.6,6.6,6.8,6,-0.06
2732,2732,18,9,a,,2006,v,v,v,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,4,6,,,,,,,0.0028,6,4,5.9,,,,,,,0.0027,5.9,4,6.6,,,,,,,0.0034,6.6,6.6,5.9,6,-0.06
2621,2621,17,9,a,,2006,v,v,v,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,5.5,5,,,,,,,0.002,5,5,5.5,,,,,,,0.0024,5.5,5,5.6,,,,,,,0.0025,5.6,5.59,5.5,5,-0.06
3362,3362,29,6,a,,2006,v,v,v,FABACEAE,Machaerium acutifolium Vogel,C,I,10,14.4,,,,,,,0.0163,14.4,10,14.8,,,,,,,0.0172,14.8,10,15,,,,,,,0.0176,15,14.99,14.8,14.4,-0.06
773,6658,2,5,a,,2006,v,v,v,CARYOCARACEAE,Caryocar brasiliense Cambess.,C,I,4,9.6,,,,,,,0.0072,9.6,6,9.8,,,,,,,0.0075,9.8,3.5,10.2,,,,,,,0.0081,10.2,10.16,9.8,9.6,-0.06
1216,1216,5,9,a,,2006,v,v,v,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,3.5,8.1,,,,,,,0.0052,8.1,3.5,8.8,,,,,,,0.0061,8.8,2.5,8.6,,,,,,,0.0059,8.6,8.64,8.8,8.1,-0.05
4263,4263,32,5,a,,2006,v,v,v,COMBRETACEAE,Terminalia glabrescens Mart.,G,I,12,14.2,,,,,,,0.0158,14.2,12,12.6,,,,,,,0.0125,12.6,12,14.7,,,,,,,0.017,14.7,14.73,12.6,14.2,-0.05
1531,1531,8,7,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,12,24.5,,,,,,,0.0471,24.5,13,24.1,,,,,,,0.0456,24.1,12,24,7.1,,,,,,0.0492,25,25.03,24.1,24.5,-0.05
2516,2516,16,8,a,,2006,v,v,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,6,7.1,,,,,,,0.004,7.1,8,8,,,,,,,0.005,8,8,7.6,,,,,,,0.0046,7.6,7.62,8,7.1,-0.05
2400,2400,16,6,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,12,21.7,16,13,19.2,,,,0.0993,35.6,11,22.2,17,13.2,19,,,,0.1034,36.3,11,21.8,16.5,19.6,13,,,,0.1021,36.1,36.06,36.29,35.56,-0.05
2355,2355,16,1,a,,2006,v,v,v,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,3,7.4,,,,,,,0.0043,7.4,3,7.5,,,,,,,0.0044,7.5,3,7.9,,,,,,,0.0049,7.9,7.87,7.5,7.4,-0.05
1773,6786,10,6,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,9,6.9,,,,,,,0.0037,6.9,8,7.2,6,,,,,,0.0069,9.4,7,7.4,,,,,,,0.0043,7.4,7.37,9.37,6.9,-0.05
1125,1125,4,10,a,,2006,v,v,v,MYRTACEAE,Myrcia lingua (O. Berg) Mattos & D. Legrand,C,I,3,9.7,,,,,,,0.0074,9.7,2.5,10.5,,,,,,,0.0087,10.5,2,10.2,,,,,,,0.0081,10.2,10.16,10.5,9.7,-0.05
3736,1090,35,5,a,,2006,v,v,v,FABACEAE,Platypodium elegans Vogel,G,I,9,12.5,10.5,,,,,,0.0209,16.3,9,13,11,,,,,,0.0228,17,8,13,10.7,,,,,,0.0221,16.8,16.78,17.03,16.32,-0.05
947,947,3,2,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,6.5,11.6,,,,,,,0.0106,11.6,7,10.7,8.4,,,,,,0.0145,13.6,6,8.9,8.1,,,,,,0.0114,12,12.05,13.6,11.6,-0.04
3061,3061,28,1,a,,2006,v,v,v,RUBIACEAE,Faramea montevidensis (Cham. & Schltdl) DC. ,G,T,7,7.8,6.3,,,,,,0.0079,10,6,7.5,6,,,,,,0.0072,9.6,5,6.9,5.8,5.3,,,,,0.0086,10.5,10.47,9.6,10.03,-0.04
941,941,3,1,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,3,8.2,,,,,,,0.0053,8.2,3,8.6,,,,,,,0.0058,8.6,2.5,8.6,,,,,,,0.0059,8.6,8.64,8.6,8.2,-0.04
4299,4299,33,2,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,11,9.5,,,,,,,0.0071,9.5,11,10.1,,,,,,,0.008,10.1,11,9.9,,,,,,,0.0077,9.9,9.91,10.1,9.5,-0.04
2316,2316,15,8,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,8,8.8,,,,,,,0.0061,8.8,5.8,7.5,,,,,,,0.0044,7.5,7,7.1,5.8,,,,,,0.0067,9.2,9.2,7.5,8.8,-0.04
,7147,17,10,a,,2006,v,v,v,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,6,8,,,,,,,0.005,8,5,8.2,,,,,,,0.0053,8.2,5,8.4,,,,,,,0.0055,8.4,8.4,8.2,8,-0.04
1861,1861,11,5,a,,2006,v,v,v,FABACEAE,Stryphnodendron obovatum Benth.,C,I,4,8.1,,,,,,,0.0052,8.1,4.5,5.7,8.6,,,,,,0.0084,10.3,5,6.6,5.3,,,,,,0.0057,8.5,8.49,10.32,8.1,-0.04
1003,1003,3,9,a,,2006,v,v,v,MYRTACEAE,Myrciaria delicatula (DC.) O. Berg,G,T,4.5,5.2,,,,,,,0.0021,5.2,4,5.6,,,,,,,0.0025,5.6,4,5.6,,,,,,,0.0025,5.6,5.59,5.6,5.2,-0.04
1612,6709,9,4,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,9,8,,,,,,,0.005,8,8,8.4,7,,,,,,0.0094,10.9,7,8.4,,,,,,,0.0055,8.4,8.38,10.93,8,-0.04
683,683,1,7,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,3.5,7.5,,,,,,,0.0044,7.5,4,8,,,,,,,0.005,8,4,7.9,,,,,,,0.0049,7.9,7.87,8,7.5,-0.04
1547,1547,8,8,a,,2006,v,v,v,FABACEAE,Acosmium subelegans (Mohlenbr.) Yakovlev,C,I,4.5,7.5,,,,,,,0.0044,7.5,4.5,7.8,,,,,,,0.0048,7.8,3,7.9,,,,,,,0.0049,7.9,7.87,7.8,7.5,-0.04
1869,1869,11,6,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,4.5,9.8,,,,,,,0.0075,9.8,4,10,,,,,,,0.0079,10,3.5,10.2,,,,,,,0.0081,10.2,10.16,10,9.8,-0.04
1579,1579,8,10,a,,2006,v,v,v,MYRTACEAE,Eugenia aurata O.Berg,C,I,4,6,,,,,,,0.0028,6,4.5,6.4,,,,,,,0.0032,6.4,3,6.4,,,,,,,0.0032,6.4,6.35,6.4,6,-0.04
1927,1927,13,3,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,5,12.1,,,,,,,0.0115,12.1,5,12.2,,,,,,,0.0117,12.2,4,12.4,,,,,,,0.0122,12.4,12.45,12.2,12.1,-0.03
748,748,2,1,a,,2006,v,v,v,MYRTACEAE,Psidium pohlianum,C,I,3,5.5,,,,,,,0.0024,5.5,3.5,6,,,,,,,0.0028,6,2.5,5.8,,,,,,,0.0027,5.8,5.84,6,5.5,-0.03
3719,3719,35,4,a,,2006,v,v,v,FABACEAE,Platypodium elegans Vogel,G,I,2.5,5.5,,,,,,,0.0024,5.5,3,5.7,,,,,,,0.0026,5.7,4,5.8,,,,,,,0.0027,5.8,5.84,5.7,5.5,-0.03
2599,2599,17,5,a,,2006,v,v,v,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,3,5,,,,,,,0.002,5,3,5.1,,,,,,,0.002,5.1,2.5,5.3,,,,,,,0.0022,5.3,5.33,5.1,5,-0.03
2586,2586,17,5,a,,2006,v,v,v,BIGNONIACEAE,Tabebuia ochracea (Cham.) Standl,G,I,6.5,10.1,,,,,,,0.008,10.1,5,10.2,,,,,,,0.0082,10.2,5,10.4,,,,,,,0.0085,10.4,10.41,10.2,10.1,-0.03
751,751,2,1,a,,2006,v,v,v,BIGNONIACEAE,Tabebuia ochracea (Cham.) Standl,G,I,4,6.8,,,,,,,0.0036,6.8,7,7,,,,,,,0.0038,7,4,7.1,,,,,,,0.004,7.1,7.11,7,6.8,-0.03
2092,2092,20,6,a,,2006,v,v,v,FABACEAE,Acosmium subelegans (Mohlenbr.) Yakovlev,C,I,3.5,6.8,,,,,,,0.0036,6.8,3.5,7,,,,,,,0.0038,7,3,7.1,,,,,,,0.004,7.1,7.11,7,6.8,-0.03
3671,3671,35,2,a,,2006,v,v,v,FABACEAE,Platypodium elegans Vogel,G,I,3.5,5.3,,,,,,,0.0022,5.3,6,5.4,,,,,,,0.0023,5.4,3,5.6,,,,,,,0.0025,5.6,5.59,5.4,5.3,-0.03
1569,1569,8,9,a,,2006,v,v,v,OCHNACEAE,Ouratea spectabilis (Mart. ex Engl.) Engl.,C,I,2.8,7,5,,,,,,0.0058,8.6,3,5.4,6.4,,,,,,0.0055,8.4,2.5,8.9,,,,,,,0.0062,8.9,8.89,8.37,8.6,-0.03
2865,2865,26,9,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,13,17.5,,,,,,,0.0241,17.5,12,18.4,,,,,,,0.0266,18.4,9,17.8,,,,,,,0.0248,17.8,17.78,18.4,17.5,-0.03
1553,1553,8,9,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,3,7.1,,,,,,,0.004,7.1,3,7.2,,,,,,,0.0041,7.2,3,7.4,,,,,,,0.0043,7.4,7.37,7.2,7.1,-0.03
1904,1904,13,1,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,2.5,8.5,,,,,,,0.0057,8.5,4,8.9,,,,,,,0.0062,8.9,4,8.8,,,,,,,0.006,8.8,8.76,8.9,8.5,-0.03
1416,1416,6,5,a,,2006,v,v,v,FABACEAE,Machaerium acutifolium Vogel,C,I,5,5.2,,,,,,,0.0021,5.2,7,5.8,,,,,,,0.0026,5.8,5,5.5,,,,,,,0.0023,5.5,5.46,5.8,5.2,-0.03
2608,2608,17,7,a,,2006,v,v,v,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,3.5,5.6,,,,,,,0.0025,5.6,3,5.9,,,,,,,0.0027,5.9,3.5,5.8,,,,,,,0.0027,5.8,5.84,5.9,5.6,-0.02
2291,2291,14,8,a,,2006,v,v,v,ASTERACEAE,Piptocarpha rotundifolia (Less.) Baker,C,I,8,15,,,,,,,0.0177,15,8,15.5,,,,,,,0.0189,15.5,8,15.2,,,,,,,0.0182,15.2,15.24,15.5,15,-0.02
4139,4139,31,10,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,11,15,,,,,,,0.0177,15,11,15.4,,,,,,,0.0186,15.4,10,15.2,,,,,,,0.0182,15.2,15.24,15.4,15,-0.02
742,742,2,1,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,4.5,7.4,,,,,,,0.0043,7.4,5,7.4,,,,,,,0.0043,7.4,2.5,7.6,,,,,,,0.0046,7.6,7.62,7.4,7.4,-0.02
1928,1928,13,3,a,,2006,v,v,v,MYRTACEAE,Myrcia lingua (O. Berg) Mattos & D. Legrand,C,I,1.8,7.4,,,,,,,0.0043,7.4,2,7.5,,,,,,,0.0044,7.5,2,7.6,,,,,,,0.0046,7.6,7.62,7.5,7.4,-0.02
2003,2003,19,3,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,5.5,7.4,,,,,,,0.0043,7.4,5,7,,,,,,,0.0038,7,4,7.6,,,,,,,0.0046,7.6,7.62,7,7.4,-0.02
3317,3317,29,4,a,,2006,v,v,v,FABACEAE,Machaerium acutifolium Vogel,C,I,10,10.2,,,,,,,0.0082,10.2,10,10.4,,,,,,,0.0085,10.4,10,10.4,,,,,,,0.0085,10.4,10.41,10.4,10.2,-0.02
1124,9381,4,10,a,,2006,v,v,v,MYRTACEAE,Myrcia lingua (O. Berg) Mattos & D. Legrand,C,I,3,12.5,,,,,,,0.0123,12.5,3,13,,,,,,,0.0133,13,2.5,12.7,,,,,,,0.0127,12.7,12.7,13,12.5,-0.02
4626,4626,34,7,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,11,8.2,,,,,,,0.0053,8.2,12,8.5,,,,,,,0.0057,8.5,11,8.4,,,,,,,0.0055,8.4,8.38,8.5,8.2,-0.02
3129,3129,28,5,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,10,11,,,,,,,0.0095,11,10,11.1,,,,,,,0.0097,11.1,9,11.2,,,,,,,0.0098,11.2,11.18,11.1,11,-0.02
1239,1239,7,2,a,,2006,v,v,v,MYRTACEAE,Myrcia lingua (O. Berg) Mattos & D. Legrand,C,I,5,5.3,11.5,,,,,,0.0126,12.7,4.5,5.7,6.7,10.6,,,,,0.0149,13.8,4,6,10,5.3,,,,,0.0129,12.8,12.82,13.77,12.66,-0.02
2030,2030,19,6,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,7,10,,,,,,,0.0079,10,6,7.3,,,,,,,0.0042,7.3,3.5,10.2,,,,,,,0.0081,10.2,10.16,7.3,10,-0.02
3380,3380,29,7,a,,2006,v,v,v,FABACEAE,Plathymenia reticulata Benth.,C,I,7,10,,,,,,,0.0079,10,7,10.1,,,,,,,0.008,10.1,7,10.2,,,,,,,0.0081,10.2,10.16,10.1,10,-0.02
4692,4692,34,10,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,12,10,,,,,,,0.0079,10,12,10,,,,,,,0.0079,10,12,10.2,,,,,,,0.0081,10.2,10.16,10,10,-0.02
1082,1082,4,4,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,5,6.7,,,,,,,0.0035,6.7,5,7,,,,,,,0.0038,7,5,6.9,,,,,,,0.0037,6.9,6.86,7,6.7,-0.02
